rz,-3.14159265358979,0,
rz,-1.5707963267949,0,
h,0.0,0,
rz,-1.5707963267949,0,
rz,3.14159265358979,0,
rz,-1.5707963267949,0,
h,0.0,0,
rz,-1.5707963267949,0,
rz,6.28318530717959,0,
rz,-1.17252783075919,1,
rz,-1.5707963267949,1,
h,0.0,1,
rz,-1.5707963267949,1,
rz,6.28318530717958,1,
rz,-1.5707963267949,1,
h,0.0,1,
rz,-1.5707963267949,1,
rz,11.3938427836,1,
rz,0.785398163397448,2,
rz,-1.5707963267949,2,
h,0.0,2,
rz,-1.5707963267949,2,
rz,4.71238898038469,2,
rz,-1.5707963267949,2,
h,0.0,2,
rz,-1.5707963267949,2,
rz,9.42477796076938,2,
cx,0,2,
rz,-3.14159265358979,0,
rz,-1.5707963267949,0,
h,0.0,0,
rz,-1.5707963267949,0,
rz,6.06514331524096,0,
rz,-1.5707963267949,0,
h,0.0,0,
rz,-1.5707963267949,0,
rz,8.13674272146256,0,
rz,0.504018562825204,0,
rz,-1.5707963267949,0,
h,0.0,0,
rz,-1.5707963267949,0,
rz,6.28318530717959,0,
rz,-1.5707963267949,0,
h,0.0,0,
rz,-1.5707963267949,0,
rz,6.78720387000479,0,
rz,-1.5707963267949,2,
rz,-1.5707963267949,2,
h,0.0,2,
rz,-1.5707963267949,2,
rz,5.17640447757062,2,
rz,-1.5707963267949,2,
h,0.0,2,
rz,-1.5707963267949,2,
rz,10.9955742875643,2,
rz,-1.57079632679489,2,
rz,-1.5707963267949,2,
h,0.0,2,
rz,-1.5707963267949,2,
rz,4.00968225642378,2,
rz,-1.5707963267949,2,
h,0.0,2,
rz,-1.5707963267949,2,
rz,10.9955742875643,2,
cx,1,2,
rz,-0.388115500367835,1,
rz,-1.5707963267949,1,
h,0.0,1,
rz,-1.5707963267949,1,
rz,4.71238898038469,1,
rz,-1.5707963267949,1,
h,0.0,1,
rz,-1.5707963267949,1,
rz,9.42477796076938,1,
rz,-1.5707963267949,1,
rz,-1.5707963267949,1,
h,0.0,1,
rz,-1.5707963267949,1,
rz,4.55530607221788,1,
rz,-1.5707963267949,1,
h,0.0,1,
rz,-1.5707963267949,1,
rz,7.85398163397448,1,
cx,0,1,
rz,1.85355741428297,0,
rz,-1.5707963267949,0,
h,0.0,0,
rz,-1.5707963267949,0,
rz,3.35963464552842,0,
rz,-1.5707963267949,0,
h,0.0,0,
rz,-1.5707963267949,0,
rz,10.4242808206525,0,
rz,2.23560740322358,0,
rz,-1.5707963267949,0,
h,0.0,0,
rz,-1.5707963267949,0,
rz,6.28318530717959,0,
rz,-1.5707963267949,0,
h,0.0,0,
rz,-1.5707963267949,0,
rz,8.51879271040317,0,
rz,1.57079632679489,1,
rz,-1.5707963267949,1,
h,0.0,1,
rz,-1.5707963267949,1,
rz,5.26675455158116,1,
rz,-1.5707963267949,1,
h,0.0,1,
rz,-1.5707963267949,1,
rz,10.9955742875642,1,
rz,2.05246000434976,1,
rz,-1.5707963267949,1,
h,0.0,1,
rz,-1.5707963267949,1,
rz,6.28318530717958,1,
rz,-1.5707963267949,1,
h,0.0,1,
rz,-1.5707963267949,1,
rz,8.33564531152934,1,
rz,1.57079632679489,2,
rz,-1.5707963267949,2,
h,0.0,2,
rz,-1.5707963267949,2,
rz,5.99076123855263,2,
rz,-1.5707963267949,2,
h,0.0,2,
rz,-1.5707963267949,2,
rz,10.9955742875643,2,
rz,1.57079632679489,2,
rz,-1.5707963267949,2,
h,0.0,2,
rz,-1.5707963267949,2,
rz,5.12198271268728,2,
rz,-1.5707963267949,2,
h,0.0,2,
rz,-1.5707963267949,2,
rz,7.85398163397448,2,
cx,0,2,
rz,-2.14208979370671,0,
rz,-1.5707963267949,0,
h,0.0,0,
rz,-1.5707963267949,0,
rz,3.35963464552844,0,
rz,-1.5707963267949,0,
h,0.0,0,
rz,-1.5707963267949,0,
rz,10.9955742875643,0,
rz,2.34211091436948,0,
rz,-1.5707963267949,0,
h,0.0,0,
rz,-1.5707963267949,0,
rz,6.28318530717958,0,
rz,-1.5707963267949,0,
h,0.0,0,
rz,-1.5707963267949,0,
rz,8.62529622154907,0,
cx,0,1,
rz,1.5707963267949,0,
rz,-1.5707963267949,0,
h,0.0,0,
rz,-1.5707963267949,0,
rz,6.06514331524096,0,
rz,-1.5707963267949,0,
h,0.0,0,
rz,-1.5707963267949,0,
rz,9.42477796076938,0,
rz,-1.81323225073623,1,
rz,-1.5707963267949,1,
h,0.0,1,
rz,-1.5707963267949,1,
rz,4.68271327751257,1,
rz,-1.5707963267949,1,
h,0.0,1,
rz,-1.5707963267949,1,
rz,10.7531383636229,1,
cx,0,1,
rz,-1.02224692434443,0,
rz,-1.5707963267949,0,
h,0.0,0,
rz,-1.5707963267949,0,
rz,3.1415926535898,0,
