0.005,2.413105533297715
0.005,0.0021435398330643908
0.005,-0.009711949359561127
0.005,-0.014682174868035707
0.005,-0.023695298580415105
0.005,-0.034206737249405116
0.005,-0.03806656007625101
0.005,-2.425827151149313
0.01,2.407387413844302
0.01,0.004373771472565417
0.01,-0.019423759567429633
0.01,-0.029353258759487463
0.01,-0.04734632563897429
0.01,-0.06834497344654193
0.01,-0.07603929802830532
0.01,-2.432716285499008
0.015,2.401703482238609
0.015,0.006689881239455345
0.015,-0.029134217563437086
0.015,-0.04400916408418741
0.015,-0.07094803999996857
0.015,-0.10240764591170645
0.015,-0.11391586526228681
0.015,-2.4395260612496794
0.02,2.396053284394572
0.02,0.009091020516946605
0.02,-0.03884210319321268
0.02,-0.05864585838159168
0.02,-0.09449540894101317
0.02,-0.13638770918998977
0.02,-0.15169392521977876
0.02,-2.4462567146593495
0.025,2.3904364784007672
0.025,0.011576305565553396
0.025,-0.048546189478775384
0.025,-0.07325936436615856
0.025,-0.11798340693882498
0.025,-0.1702781382824171
0.025,-0.18937114812419403
0.025,-2.45290847068022
0.03,2.3848528353639975
0.03,0.014144817116099783
0.03,-0.05824524306415497
0.03,-0.08784575998374464
0.03,-0.1414070146841304
0.03,-0.20407193212970431
0.03,-0.22694520590888115
0.03,-2.459481548179632
0.035,2.379302239996944
0.035,0.016795599739510357
0.035,-0.06793802483896079
0.035,-0.10240117849555633
0.035,-0.1647612183713564
0.035,-0.23776211731487928
0.035,-0.26441376736234856
0.035,-2.4659761655065413
0.04,2.373784690935512
0.04,0.01952766099382287
0.04,-0.07762329074136497
0.04,-0.11692180860457072
0.04,-0.18804100926720424
0.04,-0.27134175194927246
0.04,-0.3017744935248169
0.04,-2.4723925463870806
0.045,2.3683003007735004
0.045,0.02233997035049759
0.045,-0.08729979274035965
0.045,-0.1314038946378076
0.045,-0.21124138356078534
0.045,-0.3048039297053722
0.045,-0.3390250333685748
0.045,-2.4787309261315
0.05,2.362849295804191
0.05,0.02523145790371101
0.05,-0.09696627999569728
0.05,-0.145843736796134
0.05,-0.23435734249652612
0.05,-0.3381417839595773
0.05,-0.37616301979208755
0.05,-2.484991558133498
0.055,2.3574320154604442
0.055,0.02820101286808129
0.055,-0.10662150019224208
0.055,-0.16023769148158276
0.055,-0.25738389278961155
0.055,-0.37134849200807
0.055,-0.41318606595468516
0.055,-2.491174720641748
0.06,2.352048911446851
0.06,0.03124748187187979
0.06,-0.11626420104400999
0.06,-0.1745821717103967
0.06,-0.2803160473223492
0.06,-0.4044172793198311
0.06,-0.45009176197484924
0.06,-2.4972807237822527
0.065,2.346700546559333
0.065,0.03436966705443931
0.065,-0.12589313196160368
0.065,-0.18887364761837977
