rz,0.2567605316506071,0,
cx,1,0,
rz,-0.0736310778186673,0,
cx,2,0,
rz,-0.368155389092556,0,
cx,1,0,
rz,0.31906800388016704,0,
cx,3,0,
rz,-0.1718058482431933,0,
cx,1,0,
rz,-0.07363107781851022,0,
cx,2,0,
rz,-0.17180584824319303,0,
cx,1,0,
rz,-0.6626797003666125,0,
cx,4,0,
rz,-0.07363107781851144,0,
cx,1,0,
rz,-0.17180584824319103,0,
cx,2,0,
rz,0.12271846303085157,0,
cx,1,0,
rz,-0.17180584824319264,0,
cx,3,0,
rz,0.12271846303085104,0,
cx,1,0,
rz,0.024543692606170127,0,
cx,2,0,
rz,0.12271846303085088,0,
cx,1,0,
rz,-0.171805848243196,0,
cx,5,0,
rz,0.024543692606170536,0,
cx,1,0,
rz,-0.2699806186678728,0,
cx,2,0,
rz,0.024543692606170356,0,
cx,1,0,
rz,-0.07363107781851032,0,
cx,3,0,
rz,0.22089323345553216,0,
cx,1,0,
rz,-0.07363107781851083,0,
cx,2,0,
rz,0.02454369260617037,0,
cx,1,0,
rz,-0.07363107781851067,0,
cx,4,0,
rz,-0.0736310778185108,0,
cx,1,0,
rz,0.22089323345553247,0,
cx,2,0,
rz,-0.07363107781851053,0,
cx,1,0,
rz,0.8099418560036185,0,
cx,3,0,
rz,1.1044661672776612,0,
cx,1,0,
rz,0.22089323345553225,0,
cx,2,0,
rz,0.12271846303085118,0,
cx,1,0,
rz,-0.1718058482431933,0,
cx,6,0,
rz,-0.17180584824319176,0,
cx,1,0,
rz,-0.07363107781851072,0,
cx,2,0,
rz,0.22089323345553233,0,
cx,1,0,
rz,-0.26998061866787293,0,
cx,3,0,
rz,0.024543692606170342,0,
cx,1,0,
rz,0.12271846303085115,0,
cx,2,0,
rz,0.22089323345553247,0,
cx,1,0,
rz,-0.2699806186678728,0,
cx,4,0,
rz,-0.07363107781851085,0,
cx,1,0,
rz,0.22089323345553225,0,
cx,2,0,
rz,-0.07363107781851097,0,
cx,1,0,
rz,0.024543692606170085,0,
cx,3,0,
rz,-0.07363107781851055,0,
cx,1,0,
rz,-0.17180584824319178,0,
cx,2,0,
rz,0.5154175447295755,0,
cx,1,0,
rz,0.22089323345553236,0,
cx,5,0,
rz,-0.17180584824319173,0,
cx,1,0,
rz,0.31906800388021334,0,
